GENE	TEST_STAT	META_PVAL	-log10	GNE_PVAL	UKB_CASE_PVAL	GNE_NUMVAR	UKB_CASE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
SMARCA2	1.7553651758244204	0.7806376155250743	0.10755052579191869	0.476505406665307	0.872488	66.0	70.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
USMG5	0.49520107000334146	0.780671732031673	0.10753154606751857	0.780671732031673	NA	4.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PPM1F	1.7544721683524993	0.7808005362537578	0.1074598970678401	0.708684052482706	0.586906	57.0	43.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
COL1A2	1.7544155567318516	0.7808108641633802	0.10745415254758688	0.638310172374922	0.651631	75.0	50.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CA5A	1.754335712678948	0.780825430399338	0.10744605074319004	0.594406744806813	0.699789	60.0	23.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PTPN4	1.7540464704299012	0.7808781972146447	0.10741670287421055	0.472279256551115	0.880876	47.0	35.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
WNT5A	1.7536294791214402	0.7809542675625676	0.10737439752698472	0.690864339059082	0.602298	17.0	10.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
OR7C1	1.7532844779460848	0.781017203303934	0.10733939990287375	0.458879989639473	0.906943	34.0	24.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PCDHGC3	1.7532208398924811	0.7810288121065077	0.10733294472953109	0.549070027075493	0.757993	74.0	141.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PROK1	1.7531765812811486	0.78103688569615	0.10732845539795458	0.514286125605837	0.809278	10.0	7.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
MVB12A	1.7531635201406128	0.7810392682850529	0.10732713056470555	0.467921604269928	0.889472	36.0	23.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CFAP74	1.7528448808435535	0.7810973931925345	0.1072948115913218	0.416269479817648	1.0	249.0	162.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SYP	0.4940760275223332	0.781111	0.10728724619681425	NA	0.781111	NA	9.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ORMDL1	1.752703775391126	0.7811231326683646	0.107280500535826	0.597932938540917	0.69623	15.0	10.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
FNIP2	1.7524116970344235	0.7811764107577239	0.10725087960900513	0.502716854095145	0.828219	101.0	73.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
EIF2AK3	1.751862850460209	0.7812765230299417	0.10719522582703928	0.912951626196268	0.456184	69.0	41.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
FOXP1	1.751803447128619	0.781287358252006	0.10718920280652897	0.513696721233883	0.810763	58.0	32.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
MYNN	1.750194656058905	0.7815807858364108	0.10702612573220947	0.873731444735199	0.477059	41.0	32.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CLDN11	1.7499159400967486	0.7816316174553792	0.10699788146855663	0.859905363971378	0.484797	19.0	5.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TSPAN14	1.7498642242670135	0.7816410491660984	0.10699264100090466	0.724950997308589	0.57506	19.0	13.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ATP13A4	1.7490117337240676	0.7817965176969067	0.10690626834785698	0.668452210127186	0.623931	133.0	74.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PDZK1	1.7487157235357618	0.7818504987937164	0.10687628243385773	0.878608205125976	0.474762	41.0	22.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
EAF1	1.748613349390832	0.7818691677104649	0.10686591253482654	0.668554299764749	0.62396	22.0	16.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PRRG2	1.748536650236401	0.7818831544540359	0.10685814357363396	0.674772236334227	0.618234	24.0	17.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
FAM84A	0.4920195214506261	0.7819145928346711	0.10684068157734274	0.781914592834671	NA	23.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RBMS2	1.7483360334483609	0.781919738267889	0.106837823687336	0.628498109006178	0.663819	44.0	20.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TMEM200C	1.7483096851577202	0.7819245430157804	0.10683515503864614	0.5067796831527	0.823266	36.0	42.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
GALNT13	1.7469249939100322	0.7821770358202712	0.10669493878396431	0.615129012883029	0.678725	37.0	24.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
LRRC52-AS1	0.491320316246655	0.7821880000000001	0.10668885109644138	NA	0.782188	NA	16.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
P3R3URF-PIK3R3	0.4912691782994828	0.782208	0.10667774663230506	NA	0.782208	NA	46.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
BTNL8	1.7465150943999348	0.7822517744743391	0.10665344301904656	0.470263725412966	0.887989	56.0	16.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ANGPT2	1.746398613805607	0.7822730124520235	0.10664165217163686	0.640926084800755	0.651578	50.0	31.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
MTUS2-AS1	0.49092658777740905	0.782342	0.10660335404566057	NA	0.782342	NA	5.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
MEPCE	1.7459222205517673	0.7823598716535205	0.10659343322860604	0.505148465093039	0.826911	54.0	34.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
C2CD5	1.7456676236423307	0.7824062902292811	0.10656766665490625	1.0	0.417766	83.0	55.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
WDFY2	1.745438190433144	0.7824481201755911	0.1065444485015186	0.747513905739132	0.558938	30.0	24.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
DBF4	1.7448792200547731	0.7825500279532287	0.10648788870864405	0.536725861722958	0.778667	59.0	25.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PNOC	1.744813672389801	0.7825619778968269	0.1064812568579593	0.752856305984893	0.555145	16.0	11.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
C19orf57	1.7446695126981533	0.7825882593360589	0.10646667182482385	0.678952238876848	0.615617	65.0	44.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
HSPD1	1.7445263701769473	0.7826143550628556	0.10645219033847077	0.762730356665625	0.548037	26.0	17.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SLAMF8	1.7444426491054414	0.7826296177817638	0.10644372071365078	0.890585123605221	0.469379	32.0	27.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
NUDT2	1.7441425042622163	0.7826843347349393	0.1064133584073516	0.887817267748509	0.470913	15.0	6.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RAB2A	1.743937677648296	0.7827216743093921	0.10639263998535645	0.499010056683462	0.837914	8.0	5.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RPP38	1.743196541060792	0.7828567776661716	0.106317684121717	0.418282486147156	1.0	37.0	23.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PIGS	1.743059910615945	0.7828816835146343	0.10630386767302705	0.729976881799069	0.573047	47.0	38.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
STRADB	1.742803277041764	0.7829284636028411	0.10627791774006154	0.816050757718902	0.51267	30.0	16.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
LELP1	1.7428002642288165	0.7829290127839306	0.10627761310656797	0.695964886443165	0.60113	5.0	7.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CALR	1.7427768398117298	0.7829332826256263	0.10627524461134011	0.457203790557329	0.915063	33.0	28.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SELV	0.489338512122726	0.782963455838988	0.1062585077988237	0.782963455838988	NA	26.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ATXN7L2	1.742372024412315	0.7830070718831009	0.10623431550790854	0.798971558771	0.523742	49.0	45.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CBR4	1.742051246714087	0.7830655412827867	0.10620188669529533	0.588997354262443	0.710567	29.0	19.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
LILRA4	1.7419858771281034	0.783077456281421	0.1061952785909691	0.601445591510933	0.695883	37.0	44.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
EHMT1	1.7419649541125812	0.7830812699342244	0.10619316354561549	0.832851064485411	0.502539	131.0	104.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
NEU1	1.7418282602933697	0.7831061850676567	0.10617934590848416	0.520155024230408	0.8047	26.0	23.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SLC7A6OS	1.7417819772008452	0.7831146210131523	0.10617466753291388	0.517253293474604	0.809233	24.0	18.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
S1PR5	1.7415220358274834	0.7831619995750174	0.1061483934409504	0.767369099961752	0.545543	24.0	22.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RPL19	1.7414052862002343	0.7831832788045178	0.10613659342204104	0.701524642545826	0.596782	5.0	5.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SLC16A1	1.7409899739393766	0.7832589736952257	0.1060946207628947	0.630526841623722	0.664118	25.0	17.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ZNF557	1.7406552639857	0.7833199762927592	0.10606079790129662	0.827305501551433	0.506239	38.0	27.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SHOC1	0.48838455934386693	0.783337	0.10605135958489632	NA	0.783337	NA	68.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ZG16B	1.7392349923276629	0.7835788111044363	0.10591731635371687	0.504509072088872	0.830732	26.0	19.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
NLE1	1.7392180244692312	0.7835819032145348	0.10591560257115333	0.614939933247822	0.681555	49.0	39.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CTC-260F20.3	0.48774562812455957	0.783587289209538	0.10591261743346587	0.783587289209538	NA	36.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CD14	1.7388890538386703	0.7836418518648689	0.10588237774544997	0.773096152266426	0.542215	25.0	18.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PRELID1	1.7387582623308673	0.7836656857222185	0.10586916921747193	0.511626913327068	0.81937	24.0	20.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
MKL2	0.4874242862564545	0.78371319902596	0.10584283893340463	0.78371319902596	NA	103.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ZER1	1.7384183387815118	0.7837276281696643	0.10583484310047642	1.0	0.419283	46.0	19.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
BBS4	1.738233901019912	0.7837612366121441	0.10581621973230518	0.597915414372488	0.701306	49.0	44.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PEX2	1.7378867974626968	0.7838244849205989	0.10578117425952599	0.540880545489929	0.775392	29.0	18.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TCF7	1.7377712111791108	0.7838455463855933	0.1057695048675675	0.469464546318366	0.893398	38.0	43.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ACTR2	1.7377401598961295	0.7838512043397374	0.10576637005432954	0.47104779774963	0.890409	8.0	6.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
LILRA2	1.737236047718992	0.7839430583849523	0.10571548110037507	0.670014518113941	0.626152	26.0	59.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PDRG1	1.736421899217098	0.7840913966067379	0.10563331138635643	0.593885348979019	0.706705	10.0	5.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SLC2A11	1.7361594373836362	0.7841392153182342	0.10560682624777659	0.526391012822734	0.797424	59.0	51.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SPTBN1	1.735989506813603	0.7841701749717864	0.10558967962251962	0.705543088449553	0.594992	151.0	85.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
UHRF1	1.7359642820618566	0.7841747706356602	0.10558713442802442	0.588773398041076	0.713004	68.0	40.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
NDUFA11	1.735962061553745	0.7841751751866489	0.10558691037820377	0.548461224073517	0.765411	43.0	31.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PFAS	1.7357545278352238	0.7842129851368848	0.10556597085166684	0.843030465720617	0.498015	138.0	74.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
NARS1	0.4861313715021666	0.78422	0.10556208606172535	NA	0.78422	NA	35.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
FAM3D	1.735167211327948	0.7843199833439158	0.10550671965084035	0.855261671737747	0.491037	26.0	21.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CHRNG	1.7350666512473456	0.7843383030505481	0.10549657576218106	0.864587283767636	0.485765	65.0	46.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
OR2F2	1.7348101833821006	0.7843850248906188	0.10547070627076513	0.829454886583059	0.506405	39.0	18.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
HLA-A	1.7346921256642598	0.7844065316586314	0.10545879867139918	0.536508072636844	0.782961	3.0	35.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SNX8	1.7343356588666459	0.7844714686209593	0.10542284716411608	0.516249409676783	0.813831	50.0	34.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ACE	1.733816314365269	0.7845660735693241	0.10537047568672238	0.589773332959162	0.71256	175.0	124.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
NME8	1.7335605991425989	0.7846126538373384	0.10534469206753763	0.496865642111551	0.845908	52.0	38.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CLLU1OS	0.4847848586319281	0.7847481589348	0.10526969450704719	0.7847481589348	NA	7.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SLC25A41	1.7326863451946928	0.784771898223153	0.10525655693433536	0.701081730539107	0.599768	47.0	37.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
EAF2	1.732645610814075	0.784779317683822	0.10525245100801116	0.420494951575467	1.0	20.0	15.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
B4GALNT3	1.7325385218044418	0.7847988230292272	0.10524165694346885	0.699804574372108	0.600907	117.0	69.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RAB37	1.7323688005055067	0.7848297359791213	0.10522455057332408	0.761703308819064	0.552122	24.0	66.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CTXN2	1.7323237163742609	0.7848379475114318	0.1052200066520751	0.489901876394734	0.858463	4.0	5.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PHOSPHO1	1.7320110052824327	0.7848949032885248	0.1051884909967809	0.801288522415496	0.52494	38.0	23.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PRRT4	1.7319973126826822	0.7848973971649409	0.10518711109860492	0.746671252480358	0.563342	84.0	76.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CXXC4	1.731960659761012	0.7849040728642649	0.10518341735842869	0.673477108492527	0.624578	10.0	30.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ELOF1	0.4843437066570308	0.784921274626736	0.10517389957285789	0.784921274626736	NA	10.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
EFCAB1	1.7312502918843022	0.7850334504131062	0.10511183749637931	0.699682600429431	0.601399	16.0	14.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
AP4M1	1.7310419416139358	0.7850713953818762	0.10509084617137306	0.575624622739227	0.731088	64.0	63.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ADAMTS7	1.7304403057430002	0.7851809624855842	0.1050302388576794	0.836287844474647	0.503366	194.0	159.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CMTM6	1.7302150398689622	0.785221985529912	0.10500754903554302	0.811024926846399	0.519104	9.0	5.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
MRPL50	1.7299990647321366	0.7852613159667117	0.10498579650667467	0.822037562158433	0.512205	18.0	18.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
MAL2	1.7299306349086385	0.7852737773316111	0.10497890471287011	0.767404041306221	0.548689	13.0	14.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TECTA	1.729705834092073	0.7853147140576618	0.10495626530817241	0.893372551976798	0.471375	211.0	123.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
KCNT1	1.7296637847895542	0.7853223712488762	0.10495203075147896	0.779389995512565	0.540323	104.0	71.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
METTL11B	1.7294036141392266	0.7853697478464944	0.1049258316069451	0.682976274439782	0.616679	31.0	26.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RPS6KA2	1.7293681692620035	0.7853762022189293	0.10492226247683524	0.833685512298207	0.505208	68.0	50.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PMEPA1	1.729331603542543	0.7853828606735593	0.10491858052436762	0.548461026685658	0.767953	28.0	21.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
NUTM1	1.728863031674589	0.7854681838359271	0.10487140179439089	0.488086610657819	0.863148	100.0	68.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TMEM215	1.7287967865271647	0.7854802462908126	0.10486473237419272	0.835022854917772	0.504543	22.0	12.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RADIL	1.7287195571533789	0.7854943087637849	0.104856957258556	0.743209850802946	0.566894	170.0	147.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
KRTAP5-AS1	0.48287473487730465	0.7854979999999999	0.10485491640385461	NA	0.785498	NA	31.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
UTP14A	0.48273215525543683	0.7855539999999999	0.10482395563235009	NA	0.785554	NA	18.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CD2AP	1.7283510172940755	0.7855614139452243	0.10481985684308033	0.63057606309882	0.668276	60.0	31.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ANGPTL2	1.728083954002319	0.7856100406613982	0.10479297458977535	0.595857989705206	0.707308	55.0	25.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ZNF114	1.7277351103531378	0.7856735563545286	0.1047578637859609	0.74890495037003	0.56286	36.0	25.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
MEMO1	1.7276384171512116	0.7856911614564015	0.1047481323741373	0.694900731143251	0.606632	14.0	12.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
C5orf15	1.7275094460091136	0.7857146432509332	0.1047351528958122	0.854458606360756	0.493384	19.0	16.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
HIST1H2AC	0.4823231912150668	0.785714648093148	0.10473515021933524	0.785714648093148	NA	6.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
NYX	0.48210594371555515	0.7858	0.10468797552421266	NA	0.7858	NA	5.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
OVCA2	1.7268314328606258	0.7858380852717797	0.10466692713713945	0.744659244026673	0.566325	42.0	16.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
NUB1	1.7262932060226779	0.7859360724770206	0.10461277775139138	0.757370508154805	0.55697	54.0	28.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
BICRAL	0.48150791656448416	0.786035	0.10455811557834344	NA	0.786035	NA	36.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
C1orf232	0.48150028333116746	0.786038	0.10455645804278918	NA	0.786038	NA	5.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TIRAP	1.7256085643634713	0.7860607092763398	0.10454391110366269	0.543768778437092	0.776023	25.0	18.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ACO2	1.725390781852119	0.7861003544567056	0.10452200789861868	0.714254577013268	0.590858	44.0	29.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
GTPBP1	1.7252372862110859	0.7861282964270979	0.10450657115721422	0.62409307148871	0.67627	56.0	27.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RNF150	1.7251979361742318	0.7861354595563984	0.10450261392355474	0.571824584047629	0.7381	35.0	27.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TRIR	0.4811848018396088	0.786162	0.10448795210732591	NA	0.786162	NA	6.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
DHX33	1.7246407295266608	0.7862368888992126	0.10444658367856646	0.56820869096815	0.743004	93.0	52.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ANKFY1	1.7246051458327014	0.7862433661108045	0.10444300586925087	0.904959277206396	0.466528	92.0	57.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ANKRD53	1.7245671468913777	0.7862502829435675	0.10443918525947855	0.652362883207724	0.647181	58.0	32.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RIOX2	0.4808668265023782	0.7862870000000001	0.10441890464015556	NA	0.786287	NA	43.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TMPRSS5	1.7242855525540746	0.7863015400577804	0.10441087371954297	0.422256311425177	1.0	55.0	25.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
KIAA1024L	0.48079311289277543	0.786315980560539	0.10440289793320978	0.786315980560539	NA	11.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
NSUN3	1.7241095221546092	0.7863335813457644	0.10439317685600859	0.499863849844824	0.844817	18.0	8.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RIMS1	1.723966701427024	0.786359577433418	0.10437881937329549	0.478548271681912	0.88251	114.0	90.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RSPH14	1.7234699225048598	0.7864499983255884	0.10432888415524132	0.630393460425281	0.670103	45.0	41.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RP11-475E11.9	0.4803830348315189	0.786477222556847	0.10431385061363313	0.786477222556847	NA	16.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
C9orf131	1.7233112909973323	0.7864788707774677	0.1043129404634725	0.42246205557892	1.0	123.0	53.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
